"Lieferadresse_ID_Nr";"Lieferadresse_Name";"Lieferadresse_Strasse";"Lieferadresse_Hausnummer";"Lieferadresse_Land";"Lieferadresse_PLZ";"Lieferadresse_Ort";"Lieferadresse_Telefon";"Lieferadresse_Telefax"
"H00000189";"Leuco AG";"Neudorfstrasse";"69";"CH";"9430";"St. Margrethen";"71 747 80 80";"71 747 80 74"
"H00000190";"Lindner Armaturen GmbH";"Kurze Strasse";"10";"DE";"09117";"Chemnitz";"371 23 99 0";"371 844 82 08"
"H00000191";"Linea Glass S.R.L.";"Via dei Gelsi";"1";"IT";"53036";"Poggibonsi";"0577 979 321";"0577 979 336"
"H00000192";"Lohmann Klebebandsysteme GmbH";"Lagerstrasse";"";"AT";"2103";"Langenzersdorf";"2244 4260";"2244 42604"
"H00000193";"Ferronato";"Ried";"";"CH";"5420";"Ehrendingen";"56 204 01 40";"56 204 01 49"
"H00000194";"Maagtechnik Dätwyler Schweiz AG";"Sonnentalstrasse";"8";"CH";"8600";"Dübendorf";"44 824 91 91";"44 821 59 09"
"H00000195";"Maxsolution GmbH";"Davidstrasse";"9";"CH";"9001";"St. Gallen";"71 228 58 10";"71 228 58 28"
"H00000196";"Verizon Switzerland AG";"In der Luberzen";"25";"CH";"8902";"Urdorf";"44 580 85 16";"44 580 84 11"
"H00000197";"Meier El-Tel AG";"Gartenstrasse";"4";"CH";"8802";"Kilchberg";"1 715 55 11";"1 716 12 52"
"H00000198";"Merlin Medien GmbH";"Rellinghauser Strasse";"334";"DE";"45136";"Essen";"201 87 22 90";"201 87 22 933"
"H00000199";"Metallraum Hansjörg Hasler";"Soorpark";"";"CH";"9606";"Bütschwil";"71 983 44 77";"71 983 57 50"
"H00000200";"Metrocomm AG";"Zürcherstrasse";"170";"CH";"9014";"St. Gallen";"71 272 80 50";"71 272 80 51"
"H00000201";"Miba Armaturen AG";"Grünaustrasse";"50";"CH";"3084";"Wabern";"31 961 02 72";"31 961 22 80"
"H00000202";"Mobilezone AG";"Riedthofstrasse";"124";"CH";"8105";"Regensdorf";"43 388 77 11";"43 388 77 12"
"H00000203";"Monopol AG";"";"";"CH";"5442";"Fislisbach";"56 484 77 77";"56 484 77 99"
"H00000204";"Moplast Kunststoff AG";"Lausenerstrasse";"22";"CH";"4410";"Liestal";"61 926 86 00";"61 926 86 09"
"H00000205";"MT.Steger";"St. Josefenstrasse";"2";"CH";"9000";"St. Gallen";"71 278 39 38";"71 278 53 77"
"H00000206";"Müller Bürogestaltung";"Berglistrasse";"1";"CH";"9302";"Kronbühl";"71 298 41 10";"71 298 41 70"
"H00000207";"Näf Service und Maschinen AG";"Industriestrasse";"";"CH";"9101";"Herisau";"71 353 09 09";"71 353 09 00"
"H00000208";"Neo Vac  AG";"Eichaustrasse";"1";"CH";"9463";"Obberiet";"71 763 76 76";"71 763 77 19"
"H00000209";"Niba Getränke AG";"Mühlaustrasse";"9";"CH";"9602";"Bazenheid";"71 931 17 17";"71 931 31 20"
"H00000210";"Oberbeck AG";"Seefeldstrasse";"303";"CH";"8008";"Zürich";"1 421 22 24";"1 421 22 66"
"H00000211";"Oberhänsli AG";"";"";"CH";"9606";"Bütschwil";"71 983 36 65";"71 983 56 65"
"H00000212";"Oertli Werkzeuge AG";"Hofstrasse";"1";"CH";"8181";"Höri bei Bülach";"44 863 75 11";"44 860 59 29"
"H00000213";"Opal Associates AG";"Motorenstrasse";"116";"CH";"8620";"Wetzkion";"1 931 12 22";"1 931 12 20"
"H00000215";"Orgapack Gmbh";"Silbernenstrasse";"119";"CH";"8953";"Dietikon";"44 745 50 50";"44 745 52 33"
"H00000216";"ISO-Center AG";"Industriestrasse";"9";"CH";"9015";"St. Gallen";"71 313 50 10";"71 313 50 55"
"H00000217";"Otto Weibel AG";"Stationsstrasse";"47";"CH";"8902";"Urdorf";"44 736 60 70";"44 736 60 77"
"H00000218";"Permapack AG";"Reitbahnstrasse";"51";"CH";"9401";"Rorschach";"71 844 12 12";"71 844 12 13"
"H00000219";"Peter Baumgartner";"Widenstrasse";"4";"CH";"9201";"Gossau";"71 385 53 55";"71 385 53 50"
"H00000220";"Peter Brunner Partner für Haustechn";"Winterthurerstrasse";"20";"CH";"8305";"Dietlikon";"1 835 30 30";"1 835 30 31"
"H00000221";"Petroplast Vinora AG";"Feldrietstrasse";"8";"CH";"9204";"Andwil";"848 811 001";"848 811 002"
"H00000222";"Plastika Balumag AG";"An der Ron";"12";"CH";"6281";"Hochdorf";"41 910 31 31";"41 910 38 30"
"H00000223";"Politische Gemeinde Berg";"";"";"CH";"9305";"Berg";"71 48 11 92";""
"H00000224";"Politische Gemeinde Lütisburg";"Flawilerstrasse";"17";"CH";"9604";"Lütisburg";"71 932 52 55";"71 932 52 63"
"H00000225";"Prebena AG Schweiz";"Zelgstrasse";"95";"CH";"3661";"Uetendorf";"33 346 61 81";"33 346 61 82"
"H00000226";"Prematic AG";"Märwilerstrasse";"43";"CH";"9556";"Affeltrangen";"71 918 60 60";"71 918 60 40"
"H00000227";"Pro Litteris";"Universitätstrasse";"96";"CH";"8033";"Zürich";"";""
"H00000228";"Provida";"Schützengasse";"12";"CH";"9001";"St. Gallen";"71 227 70 70";"71 227 70 75"
"H00000229";"Publicitas AG";"Obere Bahnhofstrasse";"35";"CH";"9501";"Wil";"71 913 88 88";"71 913 88 99"
"H00000230";"R Hauri";"Riedterstrasse";"5";"CH";"8162";"Steinmaur";"1 853 15 40";"1 853 45 59"
"H00000231";"R. Nussbaum AG";"Martin-Disteli-Strasse";"26";"CH";"4601";"Olten";"62 286 81 11";"62 286 84 84"
"H00000232";"Restaurant Bären";"";"";"CH";"9607";"Mosnang";"71 983 19 15";"71 983 54 15"
"H00000233";"Restaurant Hirschen";"";"";"CH";"9606";"Bütschwil";"71 983 18 25";"71 983 50 98"
"H00000234";"Revema AG";"Neuheimstrasse";"12";"CH";"8853";"Lachen";"55 451 06 00";"55 451 06 06"
"H00000235";"Rey AG";"Zürcher Strasse";"187";"CH";"9014";"St. Gallen";"71 274 56 56";"71 274 56 51"
"H00000236";"Richter + Frenzel GmbH + Co. KG";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"931 6108 0";"931 6108 239"
"H00000237";"Riesen Werner";"Dittingerstrasse";"14";"CH";"4053";"Basel BS";"61 361 70 87";"61 361 70 82"
"H00000238";"Ruch F.X. GmbH & Co";"Pfaffenhäule";"30";"DE";"78205";"Singen";"49 7731 839 129";"49 773 183 91 4"
"H00000239";"Rynag AG";"Geschäftshaus Brumoos";"";"CH";"9240";"Uzwil";"71 955 70 00";"71 955 70 09"
"H00000240";"Sanitärtechnik Eisenberg GmbH";"In der Wiesen";"8";"DE";"7607";"Eisenberg";"3 66 91 598 0";"3 66 91 598 15"
"H00000241";"Schätti AG";"";"";"CH";"8762";"Schwanden";"55 647 34 11";"55 647 34 21"
"H00000242";"Scheibling";"Spisergasse";"29";"CH";"9000";"St. Gallen";"71 222 51 60";"71 222 61 15"
"H00000243";"Schenker Schweiz AG";"Grüssenhölzliweg";"3";"CH";"4133";"Pratteln";"61 826 88 00";"61 826 88 10"
"H00000244";"Schenker Schweiz AG";"Rautistrasse";"77";"CH";"8021";"Zürich";"1 405 12 12";"444 013 060"
"H00000245";"Schmid- Garage AG";"Kirchbergerstrasse";"";"CH";"9534";"Gähwil";"71 931 20 31";"71 931 32 91"
"H00000246";"Schneider + Cie AG";"Solothurnerstrasse";"48";"CH";"4002";"Basel";"61 365 96 90";"61 365 97 86"
"H00000247";"Schönenberger";"Floozstrasse";"6";"CH";"9620";"Lichtensteig";"71 988 14 20";"71 988 14 73"
"H00000248";"Schreiber Beschriftungen GmbH";"Letziwiesstrasse";"9";"CH";"9604";"Lütisburg";"71 932 50 20";"71 932 50 21"
"H00000249";"Schreiber AG";"";"";"CH";"9604";"Lütisburg";"71 931 23 04";"71 931 23 77"
"H00000250";"Schwager Mätzler Schneider Rechtsan";"Poststrasse";"23";"CH";"9001";"St. Gallen";"71 228 29 30";"71 228 29 40"
"H00000251";"Schweizerische Post";"";"";"CH";"9001";"St. Gallen";"71 499 71 88";"71 499 72 14"
"H00000252";"Schweizerischer Verein für technisc";"Richtistrasse";"15";"CH";"8304";"Wallisellen";"1 877 61 11";"1 877 62 11"
"H00000253";"Schweyher GmbH";"Industriestrasse";"14";"DE";"74397";"Pfaffenhofen";"49 704 667 32";"49 704 676 32"
"H00000254";"Serto AG";"Schützenstrasse";"25";"CH";"8355";"Aadorf";"52 368 11 11";"52 368 11 12"
"H00000255";"SIA Abrasives Industries AG";"Mühlewiesenstrasse";"20";"CH";"8501";"Frauenfeld";"52 724 43 29";"52 724 45 61"
"H00000256";"Siemens Building Technolgies";"Industriestrasse";"149";"CH";"9201";"Gossau";"585 578 578";"585 578 579"
"H00000257";"Sirius";"Zürcherstrasse";"505";"CH";"9015";"St. Gallen";"71 314 02 00";"71 314 02 01"
"H00000258";"SMW";"St. Gallerstrasse";"68";"CH";"9523";"Züberwangen";"71 944 33 13";"71 944 33 15"
"H00000259";"Soreco Business Management Solution";"Ringstrasse";"7";"CH";"8603";"Schwerzenbach";"1 806 25 25";"1 806 25 26"
"H00000260";"Sorein-Fabrik GmbH";"Barzloostrasse";"1";"CH";"8330";"Pfäffikon";"44 950 13 13";"44 950 58 20"
"H00000261";"Sozialversicherungsanstalt des Kant";"Brauerstrasse";"54";"CH";"9016";"St. Gallen";"71 282 66 33";"71 282 69 10"
"H00000262";"SPL Vetreria";"Via delle Meccanica";"";"IT";"61020";"Chiusa di Ginestreto";"721 482 708";"721 482 682"
"H00000263";"Spuag";"";"";"CH";"3770";"Zweisimmen";"33 722 11 35";"33 722 48 35"
"H00000264";"Stadtpolizei St. Gallen";"Vadianstrasse";"57";"CH";"9001";"St. Gallen";"71 224 61 09";""
"H00000265";"Stadtpolizei Zürich";"Bahnhofquai";"5";"CH";"8021";"Zürich";"1 212 63 80";"1 212 63 86"
"H00000266";"Steba AG";"Talstrasse";"33";"CH";"8808";"Pfäffikon";"55 416 00 66";"55 416 00 60"
"H00000267";"Steiner-Stehlin AG";"C.-F.-L.-Lohner-Strasse";"19";"CH";"3645";"Gwatt/Thun";"33 336 53 53";"33 336 53 58"
"H00000268";"Steinmetzgeräte Agawang GmbH";"Biburger Strasse";"32";"DE";"86500";"Kutzenhausen-Rommelsried";"82 94 80 43 21";"82 94 80 43 23"
"H00000269";"Stellen.com AG";"Weinbergstrasse";"79";"CH";"8006";"Zürich";"43 255 19 90";""
"H00000270";"Stiftung Säntisblick";"Fuchsackerstrasse";"2";"CH";"9113";"Degersheim";"71 372 00 82";"71 372 00 83"
"H00000271";"Strassen- und Schiffahrtsamt";"Oberer Graben";"32";"CH";"9001";"St. Gallen";"71 229 36 57";""
"H00000272";"Stuber Team AG";"Erlenstrasse";"1";"CH";"6343";"Rotkreuz";"41 799 87 00";"41 799 87 50"
"H00000273";"Stüdli Plast AG";"Gaswerkstrasse";"4";"CH";"8590";"Romanshorn";"71 466 70 30";"71 466 70 44"
"H00000274";"Stürm AG";"Glärnischstrasse";"39";"CH";"9501";"Wil";"71 929 96 00";"71 929 98 80"
"H00000275";"Submedia, New Media Services";"Seyfferstrasse";"59";"DE";"70197";"Stuttgart";"";""
"H00000276";"Suva St. Gallen";"Unterstrasse";"15";"CH";"9001";"St. Gallen";"71 227 73 73";"71 227 73 77"
"H00000277";"Swisccom Systems AG";"Aarbergstrasse";"107";"CH";"2501";"Biel";"800 724 724";"0800 724 726"
"H00000278";"Swisscom Solutions AG";"Lindenpark";"1";"CH";"3050";"Bern";"800 800 900";"800 800 901"
"H00000279";"Swisscom Fixnet AG";"Alte Tiefenaustrasse";"6";"CH";"3050";"Bern";"800 800 800";"800 800 802"
"H00000280";"Swisscom Mobile AG";"Schwarztorstrasse";"61";"CH";"3050";"Bern";"800 55 64 64";"800 55 76 00"
"H00000281";"Syma-System AG";"Panoramastrasse";"19";"CH";"9533";"Kirchberg";"71 932 32 32";"71 932 32 33"
"H00000282";"SZS AG";"Halden";"132";"CH";"9043";"Trogen";"71 344 18 20";"71 344 26 94"
"H00000283";"Taff Tool AG";"Riedstrasse";"1";"CH";"8953";"Dietikon";"1 743 22 22";"1 740 46 03"
"H00000284";"Tamedia AG";"Werdstrasse";"21";"CH";"8021";"Zürich";"1 404 67 90";"1 404 69 06"
"H00000285";"Tanner & Co. AG";"Industriestrasse";"3";"CH";"5616";"Meisterschwanden";"56 676 67 67";"56 676 67 68"
"H00000286";"Techem (Schweiz) AG";"Steinackerstrasse";"55";"CH";"8902";"Urdorf";"43 455 65 20";"43 455 65 21"
"H00000287";"Texta AG";"Zürcherstrasse";"511";"CH";"9015";"St. Gallen";"71 313 43 12";"71 313 43 00"
"H00000288";"Tocafix AG";"Schachenstrasse";"26";"CH";"4658";"Däniken";"62 288 90 00";"62 288 90 09"
"H00000289";"Tonet AG";"Bodenackerstrasse";"27";"CH";"4657";"Dulliken";"62 295 09 11";"62 295 09 55"
"H00000290";"Touring Club";"";"";"CH";"1214";"Vernier";"22 417 27 27";"22 417 23 52"
"H00000291";"Tschudin";"Bahnhofstrasse";"1";"CH";"8965";"Berikon";"56 648 48 11";"56 648 48 12"
"H00000292";"Turm Handels AG";"Martinsbruggstrasse";"90";"CH";"9016";"St. Gallen";"71 288 17 35";"71 288 17 40"
"H00000293";"Tus";"Industriestrasse";"22";"CH";"8604";"Volketswil";"1 947 34 27";"1 947 34 30"
"H00000294";"Union Knopf GmbH";"Lilienthalstrasse";"2";"DE";"33689";"Bielefeld";"5205 12 0";"5205 12 220"
"H00000295";"Universität St. Gallen";"Dufourstrasse";"40";"CH";"9000";"St. Gallen";"71 224 71 00";"71 224 71 01"
"H00000296";"Urfer-Müpro";"";"";"CH";"5712";"Beinwil am See";"62 771 85 45";"62 771 85 72"
"H00000297";"Valida";"Zwyssigstrasse";"28";"CH";"9000";"St. Gallen";"71 424 01 01";"71 424 01 10"
"H00000298";"Verband Schweizerischer Schreinerme";"Gladbachstrasse";"80";"CH";"8044";"Zürich";"1 267 81 00";"1 267 81 25"
"H00000299";"Verlagshaus Zehnder";"Hubstrasse";"60";"CH";"9501";"Wil";"71 913 47 47";"71 913 47 30"
"H00000300";"ista swiss ag";"Riedtalstrasse";"22";"CH";"4800";"Zofingen";"62 746 99 00";"62 746 99 22"
"H00000301";"Votteler AG";"Wiler Strasse";"3";"CH";"9536";"Schwarzenbach";"71 929 52 82";"71 929 52 84"
"H00000302";"V-Zug AG";"Industriestrasse";"66";"CH";"6301";"Zug";"41 767 67 67";"41 767 61 67"
"H00000303";"W. Jäggi-Fürst GmbH";"Murgenthalerstrasse";"3";"CH";"4629";"Fulenbach";"62 926 18 06";"62 926 26 02"
"H00000304";"W. Schneider + Co AG";"Neue Dorfstrasse";"27";"CH";"8135";"Langnau a. A.";"43 377 78 78";"43 377 78 81"
"H00000305";"Bürgin Walter & Margret";"Bahnhofstrasse";"48";"CH";"9602";"Bazenheid";"71 931 12 81";"71 931 12 63"
"H00000306";"Wanger + Ulrich AG";"Rütlistrasse";"10";"CH";"8400";"Winterthur";"52 212 65 51";"52 213 03 54"
"H00000307";"Green.ch AG";"Im Steiger";"";"CH";"5201";"Brugg";"56 460 23 23";"56 460 23 00"
"H00000308";"Wepo J. Wenk";"Moosstrasse";"17";"CH";"9030";"Abtwil";"71 311 42 76";"71 311 51 49"
"H00000309";"Werner Wilhelm AG";"Bahnhofstrasse";"4";"CH";"9001";"St. Gallen";"71 222 03 25";"71 223 16 44"
"H00000310";"Wespe Transport AG";"Allmeindstrasse";"23";"CH";"8716";"Schmerikon";"55 286 16 53";"55 286 16 54"
"H00000311";"Wetrok AG";"Steinackerstrasse";"62";"CH";"8302";"Kloten";"848 81 81 81";"43 255 53 75"
"H00000312";"Widmer Handel & Technik AG";"";"";"CH";"9613";"Mühlrüti";"71 983 37 70";"71 983 37 07"
"H00000313";"Wildberger Sanitär";"Floraweg";"22";"CH";"8200";"Schaffhausen";"52 625 33 67";"52 625 12 08"
"H00000314";"Wiler Beschläge AG";"Tödistrasse";"2";"CH";"9500";"Wil";"71 913 40 70";"71 913 40 71"
"H00000315";"Wiler Filz AG";"Churfirstenstrasse";"54";"CH";"9500";"Wil";"71 929 40 00";"71 929 40 08"
"H00000316";"Windirsch AG";"Wenkenrütistrasse";"23";"CH";"9630";"Wattwil";"71 987 69 59";"71 987 69 50"
"H00000317";"Wir Bank";"Blumenbergplatz";"7";"CH";"9001";"St. Gallen";"71 225 20 40";"71 225 20 69"
"H00000318";"Wettstein Hannes AG";"Seefeldstrasse";"303";"CH";"8008";"Zürich";"1 421 22 22";"1 421 22 66"
"H00000319";"Zeit AG";"Glockenstrasse";"1";"CH";"6210";"Sursee";"41 926 99 99";"41 926 99 90"
"H00000320";"Zentrale Paritätische Berufskommiss";"Gladbachstrasse";"80";"CH";"8044";"Zürich";"1 267 81 90";"01 267 81 50"
"H00000321";"Zweckverband Abfallverwertung Bazen";"Zwizach";"";"CH";"9602";"Bazenheid";"71 932 12 12";"71 932 12 10"
"H00000322";"Richter + Frenzel GmbH + CO. KG";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"9119688209";"9119688125"
"H00000323";"Richter + Frenzel GmbH + CO. KG";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"951 4090 0";"951 4090 299"
"H00000324";"Hautle Metallbau AG";"Lee";"";"CH";"9304";"Bernhardzell";"71 292 33 66";"71 292 33 67"
"H00000326";"Keramik Laufen AG";"Wahlenstrasse";"46";"CH";"4242";"Laufen";"61 765 71 11";"61 761 29 22"
"H00000327";"Laufen Austria AG";"Mariazeller Strasse";"100";"AT";"3150";"Wilhelmsburg";"2746 6060 0";"2746 6060 52"
"H00000329";"Laufen CZ, s.r.o.";"Na Libusi";"717";"CZ";"39165";"Bechyne";"381 400 111";"381 400 122"
"H00000330";"Laufen CZ s.r.o.";"V Tunich";"3/1637";"CZ";"12 000";"Praha 2";"296 337 711";"296 337 712"
"H00000331";"Roca GmbH";"Feincheswiese";"17";"DE";"56424";"Staudt";"2602 949333";"2602 9493355"
"H00000333";"Richter + Frenzel GmbH + CO. KG";"Deubacherstrasse";"10";"DE";"97922";"Lauda-Königshofen";"";""
"H00000336";"Richter + Frenzel GmbH + CO. KG";"Weiherstrasse";"3";"DE";"95448";"Bayreuth";"";"911/9688170"
"H00000337";"Richter + Frenzel GmbH + CO. KG";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"89 99422 0";"89 99422 322"
"H00000338";"Richter + Frenzel GmbH + CO. KG";"Dr.-Kilian.Str.";"1 a";"DE";"92637";"Weiden";"961 38908 0";"961 38908 45"
"H00000339";"Richter + Frenzel GmbH + CO. KG";"Frauenauracherstr.";"75";"DE";"91056";"Erlangen";"9131 90290 0";"9131 90290 60"
"H00000340";"Richter + Frenzel GmbH + CO. KG";"Schaumbergstr.";"2";"DE";"95032";"Hof";"9281 5409 54";"9281 5409 27"
"H00000341";"Richter + Frenzel GmbH + CO. KG";"Seeholzenstr.";"5";"DE";"82166";"Gräfelfing";"89 85487 0";"89 85487 190"
"H00000342";"Richter + Frenzel Landshut-Ergoldin";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"871 758 0";"871 758 155"
"H00000343";"Richter + Frenzel GmbH + CO. KG";"Carl-Jordan-Str.";"10";"DE";"83059";"Kolbermoor";"8031 293 0";"8031 293 250"
"H00000344";"Richter + Frenzel GmbH + CO. KG";"Schmidhamerstr.";"23";"DE";"83278";"Traunstein-Wolkersdorf";"861 702 0";"861 702 141"
"H00000345";"Richter + Frenzel GmbH + CO. KG";"Grube";"47";"DE";"82377";"Penzberg";"8856 9240 0";"8856 9240 20"
"H00000346";"Richter + Frenzel GmbH + CO. KG";"Am Clemensänger-Ring";"24";"DE";"85356";"Freising";"8161 86061";"8161 984932"
"H00000347";"Richter + Frenzel GmbH + CO. KG";"Stauffenbergstr.";"5-9";"DE";"86161";"Augsburg";"821 5902 0";"8315715743"
"H00000348";"Richter + Frenzel GmbH + CO. KG";"Eriagstr.";"11";"DE";"85053";"Ingolstadt";"841 96614 0";"8315715743"
"H00000349";"Richter + Frenzel GmbH + Co.KG";"Bahnhofstr.";"92 a";"DE";"86381";"Krumbach";"8282 9006 0";"8282 9006 15"
"H00000350";"Richter + Frenzel GmbH + Co.KG";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"9401 601 0";"9401 50681"
"H00000351";"Richter + Frenzel GmbH + Co.KG";"Emil-Richter-Str.";"1";"DE";"94036";"Passau";"851 9892 0";"851 9892 200"
"H00000352";"Richter + Frenzel GmbH + Co.KG";"Graflingerstr.";"135";"DE";"94469";"Deggendorf";"991 2509 0";"991 23113"
"H00000353";"Richter + Frenzel GmbH + Co.KG";"Max-Planck-Str.";"1";"DE";"92412";"Schwandorf";"9431 50095";"9431 62581"
"H00000354";"Richter + Frenzel GmbH + Co.KG";"Breitungerstrasse";"1";"DE";"36100";"Petersberg b. Fulda";"661 286 0";"661 286 177"
"H00000355";"Richter + Frenzel GmbH + Co.KG";"Gottlieb-Daimler-Str.";"8";"DE";"35398";"Giessen";"641 6006 0";"641 6006 143"
"H00000356";"Richter + Frenzel GmbH + Co.KG";"Gobietstr.";"5";"DE";"34123";"Kassel";"561/58905185";"561/58905189"
"H00000357";"Richter + Frenzel GmbH + Co.KG";"Bleicherstr.";"36";"DE";"87437";"Kempten";"831 57157 0";"8315715743"
"H00000358";"Richter + Frenzel GmbH + Co. KG";"Milanstr.";"3";"DE";"04435";"Schkeuditz";"34207 66 0";"34207 66 210"
"H00000359";"Richter + Frenzel GmbH + Co.KG";"August-Horch-Str.";"22";"DE";"08141";"Reinsdorf b. Zwickau";"375 534 0";"375 534 110"
"H00000360";"Richter + Frenzel GmbH + Co.KG";"Benzstrasse";"1";"DE";"63741";"Aschaffenburg";"6021 345 0";"9316108239"
"H00000361";"Richter + Frenzel GmbH + Co.KG";"Carl-Zeiss-Str.";"8";"DE";"97424";"Schweinfurt";"9721 6585 0";"9721 6585 50"
"H00000362";"Richter + Frenzel GmbH + Co.KG";"Obere Aue";"3";"DE";"98530";"Suhl";"36846 66 0";"36846 66 251"
"H00000363";"Richter + Frenzel GmbH + Co.KG";"Hessenring";"25";"DE";"64572";"Büttelborn";"6152 984 0";"6152 984 205"
"H00000364";"Richter + Frenzel GmbH + Co.KG";"Fichtenweg";"2";"DE";"99198";"Kerspleben";"36203 565";"36203 56307"
"H00000365";"Richter + Frenzel GmbH + Co.KG";"Unstrutweg";"1";"DE";"07749";"Jena";"3641 449779";"3641 420218"
"H00000366";"Richter + Frenzel GmbH + Co.KG";"Robert-Bosch-Str.";"7-9";"DE";"63128";"Dietzenbach";"6074 3020";"6074 45232"
"H00000367";"Richter + Frenzel GmbH + Co.KG";"Moselstr.";"45";"DE";"63452";"Hanau";"6181 91760";"6181 917640"
"H00000368";"Richter + Frenzel GmbH + Co.KG";"Von-Humboldstr.";"11";"DE";"64646";"Heppenheim";"6252 99170";"6252 73393"
"H00000369";"Richter + Frenzel GmbH + Co.KG";"Black-und Decker-Str.";"42";"DE";"65510";"Idstein";"6126 94430";"6126 51716"
"H00000370";"Richter + Frenzel GmbH + Co.KG";"Hechtsheimer Strasse";"2";"DE";"55131";"Mainz";"6131 982310";"6131 9823133"
"H00000371";"Richter + Frenzel GmbH + Co.KG";"An der Ansbacher-Str.";"16";"DE";"98574";"Schmalkalden";"3683 79180";"3683 791811"
"H00000372";"Richter + Frenzel GmbH + Co.KG";"Hagenauerstrasse";"40a";"DE";"65203";"Wiesbaden";"611 986400";"611 9864027"
"H00000373";"Laufen Italia S.r.l.";"Via L. da Vinci";"24";"IT";"20080";"Casarile (MI)";"029 00251";"029 052174"
"H00000376";"Laufen Benelux B.V.";"Post office Box";"2702";"NL";"3800 GG";"Amersfoort";"33 450 20 90";"33 450 20 91"
"H00000377";"Van Munster en Zn. B.V.";"Groningenweg";"1";"NL";"2803";"Gouda";"334502090";"334502091"
"H00000378";"Thedra Zürich AG";"Huebstrasse";"1";"CH";"8633";"Wolfhausen";"55 253 10 40";"55 253 10 50"
"H00000379";"Ideal Standard International BVBA";"Chaussee de Wavre 1789";"";"BE";"1160";"Brussels";"";""
"H00000380";"Spedition Ansorge GmbH & Co. KG";"Gewerbepark";"2";"DE";"87640";"Biessenhofen";"";""
"H00000381";"Handwerker Börse GmbH";"Wiemcker Feld";"12";"DE";"59909";"Bestwig-Vemede";"2904-9724-20";"2904-9724-11"
"H00000382";"Ideal Standard GmbH";"Euskirchenerstr.";"80";"DE";"53121";"Bonn";"228 521 0";"228 521 214"
"H00000383";"American Standard Europe BVBA";"National Evenue";"";"GB";"HU5 4HS";"Kingston Upon Hull";"1482 346461";"1482 499462"
"H00000384";"American Standard SA";"23 Alexandroupoleos street";"";"GR";"11527";"Athens";"";"210 77 79 933"
"H00000385";"Hugentobler Rain AG";"Gewerbezentrum Grünegg";"";"CH";"9524";"Zuzwil";"71 944 18 62";"71 944 19 61"
"H00000386";"Häubi AG";"Werkstrasse";"29";"CH";"3250";"Lyss";"32 385 17 24";"32 384 53 40"
"H00000387";"U. Baumgartner AG";"Wehntalerstrasse";"16";"CH";"8181";"Höri/ Bülach";"44 868 10 10";"44 868 10 11"
"H00000388";"Roberto Köchli";"Via Industria";"9";"CH";"6826";"Riva S. Vitale";"91 648 21 48";"91 648 28 32"
"H00000389";"Zollikofer AG";"Fürstenlandstrasse";"122";"CH";"9001";"St. Gallen";"71 272 74 01";"71 272 75 86"
"H00000390";"Soorpark AG";"Soor";"";"CH";"9606";"Bütschwil";"71 982 82 32";"71 982 82 33"
"H00000391";"Losberger Intertent GmbH";"Gottlieb-Daimler-Ring";"14";"DE";"74906";"Bad Rappenau";"70 66 9 80 0";"70 66 9 80 232"
"H00000392";"Zürich Versicherungs-Gesellschaft";"";"";"CH";"8085";"Zürich";"";""
"H00000393";"Schreinerei Schneider AG";"Wannenweg";"6";"CH";"4133";"Pratteln";"61 826 90 90";"61 826 90 80"
"H00000395";"Ackutech GmbH";"Lettenstrasse";"6";"CH";"6343";"Rotkreuz";"41 784 20 00";"41 784 20 09"
"H00000396";"HBB Biegetechnik AG";"Gütli";"166";"CH";"9428";"Walzenhausen";"71 886 48 10";"71 886 48 11"
"H00000397";"Obrecht Technologie AG";"Industriestrasse";"169";"CH";"8957";"Spreitenbach";"56 418 64 44";"56 418 64 40"
"H00000398";"Froidevaux AG";"Araweg";"6";"CH";"4222";"Zwingen";"61 766 99 88";"61 766 99 89"
"H00000399";"Möbelfabrik Würenlingen AG";"Döttingerstrasse";"15";"CH";"5301";"Siggenthal-Station";"56 281 13 78";"56 281 24 46"
