"ZollPosition_Nr";"ZollPosition_Bezeichnung";"VK-Auftrag";"VK";"VK-Position";"Lieferadresse";"KundeName";"Warenempfänger";"Land";"Handelspartner_Land";"Handelspartner_Adress_Nr";"Handelspartner_Name";"Handelspartener_Name_Zusatz";"Handelspartner_Strasse";"Handelspartner_Strasse_Nr";"Handelspartner_PLZ";"Handelspartner_Ort";"EORI_Nr";"Geplanter_Liefertermin";"Geplantes_WE_ Datum";"Gewicht_Einzel";"Gewicht_Total";"Betrag";"MengeTotal";"Währung";"MwSt"
"9403.6000";"Holzmöbel";"300011984";"300011984-10";10;"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg";"Richter + Frenzel Aschaffenburg";"H00000360";"DE";"DE ";"H00000360";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Aschaffenburg   ";"Benzstrasse";"1";"63741     ";"Aschaffenburg                 ";"DE-4949692               ";09.09.2011 00:00:00;15.09.2011 00:00:00;68.00;68.00;1066.63;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"300011984";"300011984-21";21;"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg";"Richter + Frenzel Aschaffenburg";"H00000360";"DE";"DE ";"H00000360";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Aschaffenburg   ";"Benzstrasse";"1";"63741     ";"Aschaffenburg                 ";"DE-4949692               ";09.09.2011 00:00:00;15.09.2011 00:00:00;16.00;16.00;336.63;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"300011993";"300011993-10";10;"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben";"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"DE";"DE ";"H00000364";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kerspleben      ";"Fichtenweg";"2";"99198     ";"Kerspleben                    ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;24.00;24.00;532.02;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300011993";"300011993-11";11;"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben";"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"DE";"DE ";"H00000364";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kerspleben      ";"Fichtenweg";"2";"99198     ";"Kerspleben                    ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;40.00;40.00;596.52;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300011993";"300011993-12";12;"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben";"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"DE";"DE ";"H00000364";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kerspleben      ";"Fichtenweg";"2";"99198     ";"Kerspleben                    ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;58.00;58.00;816.86;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300011993";"300011993-13";13;"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben";"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"DE";"DE ";"H00000364";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kerspleben      ";"Fichtenweg";"2";"99198     ";"Kerspleben                    ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;40.00;40.00;706.69;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300011997";"300011997-10";10;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;31.00;31.00;554.62;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300011997";"300011997-11";11;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;26.00;26.00;403.39;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012013";"300012013-10";10;"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"H00000350";"DE";"DE ";"H00000350";"Richter + Frenzel GmbH + Co.KG     ";"Niderlassung Regensburg-Obertr";"Ernst-Frenzel-Str.";"4";"93083     ";"Obertraubling                 ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;28.00;28.00;344.16;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012013";"300012013-11";11;"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"H00000350";"DE";"DE ";"H00000350";"Richter + Frenzel GmbH + Co.KG     ";"Niderlassung Regensburg-Obertr";"Ernst-Frenzel-Str.";"4";"93083     ";"Obertraubling                 ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;30.00;30.00;311.68;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012014";"300012014-10";10;"Richter + Frenzel GmbH + CO. KG, Weiherstrasse 3, DE-95448 Bayreuth";"Richter + Frenzel Bayreuth";"H00000336";"DE";"DE ";"H00000336";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bayreuth        ";"Weiherstrasse";"3";"95448     ";"Bayreuth                      ";"DE-4949692               ";06.09.2011 00:00:00;12.09.2011 00:00:00;54.00;54.00;723.64;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012014";"300012014-11";11;"Richter + Frenzel GmbH + CO. KG, Weiherstrasse 3, DE-95448 Bayreuth";"Richter + Frenzel Bayreuth";"H00000336";"DE";"DE ";"H00000336";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bayreuth        ";"Weiherstrasse";"3";"95448     ";"Bayreuth                      ";"DE-4949692               ";06.09.2011 00:00:00;12.09.2011 00:00:00;30.00;30.00;306.97;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012014";"300012014-20";20;"Richter + Frenzel GmbH + CO. KG, Weiherstrasse 3, DE-95448 Bayreuth";"Richter + Frenzel Bayreuth";"H00000336";"DE";"DE ";"H00000336";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bayreuth        ";"Weiherstrasse";"3";"95448     ";"Bayreuth                      ";"DE-4949692               ";06.09.2011 00:00:00;12.09.2011 00:00:00;42.00;42.00;676.56;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012041";"300012041-10";10;"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"H00000323";"DE";"DE ";"H00000323";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bamberg         ";"Kronacherstrasse";"100";"96052     ";"Bamberg                       ";"DE-4949692               ";08.09.2011 00:00:00;14.09.2011 00:00:00;42.00;42.00;582.40;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012070";"300012070-10";10;"Richter + Frenzel GmbH + Co.KG, Bleicherstr. 36, DE-87437 Kempten";"Richter + Frenzel Kempten";"H00000357";"DE";"DE ";"H00000357";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kempten         ";"Bleicherstr.";"36";"87437     ";"Kempten                       ";"DE-4949692               ";06.09.2011 00:00:00;09.09.2011 00:00:00;42.00;42.00;676.56;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012098";"300012098-10";10;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";09.09.2011 00:00:00;15.09.2011 00:00:00;70.00;70.00;917.80;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012106";"300012106-10";10;"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"H00000351";"DE";"DE ";"H00000351";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Passau          ";"Emil-Richter-Str.";"1";"94036     ";"Passau                        ";"DE-4949692               ";02.09.2011 00:00:00;02.09.2011 00:00:00;35.50;35.50;377.59;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012106";"300012106-20";20;"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"H00000351";"DE";"DE ";"H00000351";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Passau          ";"Emil-Richter-Str.";"1";"94036     ";"Passau                        ";"DE-4949692               ";02.09.2011 00:00:00;07.09.2011 00:00:00;34.00;34.00;607.82;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"300012108";"300012108-10";10;"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"H00000323";"DE";"DE ";"H00000323";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bamberg         ";"Kronacherstrasse";"100";"96052     ";"Bamberg                       ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;10.00;10.00;146.89;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012108";"300012108-11";11;"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"H00000323";"DE";"DE ";"H00000323";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bamberg         ";"Kronacherstrasse";"100";"96052     ";"Bamberg                       ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;37.00;37.00;484.94;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012109";"300012109-10";10;"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"H00000351";"DE";"DE ";"H00000351";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Passau          ";"Emil-Richter-Str.";"1";"94036     ";"Passau                        ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;26.00;26.00;292.37;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012111";"300012111-10";10;"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"H00000323";"DE";"DE ";"H00000323";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bamberg         ";"Kronacherstrasse";"100";"96052     ";"Bamberg                       ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;42.50;42.50;565.45;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012111";"300012111-11";11;"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"H00000323";"DE";"DE ";"H00000323";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bamberg         ";"Kronacherstrasse";"100";"96052     ";"Bamberg                       ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;26.00;26.00;304.62;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012111";"300012111-20";20;"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"H00000323";"DE";"DE ";"H00000323";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bamberg         ";"Kronacherstrasse";"100";"96052     ";"Bamberg                       ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;24.00;24.00;414.79;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012112";"300012112-10";10;"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"H00000350";"DE";"DE ";"H00000350";"Richter + Frenzel GmbH + Co.KG     ";"Niderlassung Regensburg-Obertr";"Ernst-Frenzel-Str.";"4";"93083     ";"Obertraubling                 ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;60.00;60.00;584.94;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012113";"300012113-10";10;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;70.00;70.00;1054.62;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012113";"300012113-20";20;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;64.00;64.00;492.47;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012114";"300012114-10";10;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;17.50;17.50;264.83;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012114";"300012114-11";11;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;30.00;30.00;302.54;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"300012118";"300012118-10";10;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;7.00;7.00;152.07;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012118";"300012118-11";11;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;37.00;37.00;566.39;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012118";"300012118-12";12;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;29.00;29.00;509.42;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"300012119";"300012119-10";10;"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben";"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"DE";"DE ";"H00000364";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kerspleben      ";"Fichtenweg";"2";"99198     ";"Kerspleben                    ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;16.00;16.00;357.35;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012119";"300012119-11";11;"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben";"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"DE";"DE ";"H00000364";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kerspleben      ";"Fichtenweg";"2";"99198     ";"Kerspleben                    ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;35.00;35.00;672.32;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012119";"300012119-12";12;"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben";"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"DE";"DE ";"H00000364";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kerspleben      ";"Fichtenweg";"2";"99198     ";"Kerspleben                    ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;32.00;32.00;274.48;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012119";"300012119-13";13;"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben";"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"DE";"DE ";"H00000364";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kerspleben      ";"Fichtenweg";"2";"99198     ";"Kerspleben                    ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;29.00;29.00;460.46;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012120";"300012120-10";10;"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"H00000350";"DE";"DE ";"H00000350";"Richter + Frenzel GmbH + Co.KG     ";"Niderlassung Regensburg-Obertr";"Ernst-Frenzel-Str.";"4";"93083     ";"Obertraubling                 ";"DE-4949692               ";05.09.2011 00:00:00;05.09.2011 00:00:00;0.00;0.00;432.84;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012122";"300012122-10";10;"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg";"Richter + Frenzel Würzburg";"H00000236";"DE";"DE ";"H00000236";"Richter + Frenzel GmbH + Co. KG    ";"Niederlassung Würzburg        ";"Leitenäckerweg";"6";"97084     ";"Würzburg                      ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;26.40;26.40;518.36;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012123";"300012123-10";10;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";07.09.2011 00:00:00;07.09.2011 00:00:00;11.00;11.00;210.09;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012124";"300012124-10";10;"Richter + Frenzel GmbH + CO. KG, Eriagstr. 11, DE-85053 Ingolstadt";"Richter + Frenzel Ingolstadt";"H00000348";"DE";"DE ";"H00000348";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Ingolstadt      ";"Eriagstr.";"11";"85053     ";"Ingolstadt                    ";"DE-4949692               ";09.09.2011 00:00:00;15.09.2011 00:00:00;60.00;60.00;1192.57;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012124";"300012124-30";30;"Richter + Frenzel GmbH + CO. KG, Eriagstr. 11, DE-85053 Ingolstadt";"Richter + Frenzel Ingolstadt";"H00000348";"DE";"DE ";"H00000348";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Ingolstadt      ";"Eriagstr.";"11";"85053     ";"Ingolstadt                    ";"DE-4949692               ";09.09.2011 00:00:00;15.09.2011 00:00:00;64.00;64.00;365.35;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012124";"300012124-40";40;"Richter + Frenzel GmbH + CO. KG, Eriagstr. 11, DE-85053 Ingolstadt";"Richter + Frenzel Ingolstadt";"H00000348";"DE";"DE ";"H00000348";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Ingolstadt      ";"Eriagstr.";"11";"85053     ";"Ingolstadt                    ";"DE-4949692               ";09.09.2011 00:00:00;15.09.2011 00:00:00;40.00;40.00;326.74;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012128";"300012128-10";10;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;35.50;35.50;377.59;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012129";"300012129-10";10;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;23.00;46.00;816.39;2.00;"Euro";19
"9403.6000";"Holzmöbel";"300012129";"300012129-11";11;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;40.00;40.00;660.55;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012131";"300012131-10";10;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012132";"300012132-10";10;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";09.09.2011 00:00:00;16.09.2011 00:00:00;26.00;52.00;847.46;2.00;"Euro";19
"9403.6000";"Holzmöbel";"300012133";"300012133-10";10;"Richter + Frenzel GmbH + Co.KG, Gobietstr. 5, DE-34123 Kassel";"Richter + Frenzel Kassel";"H00000356";"DE";"DE ";"H00000356";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kassel          ";"Gobietstr.";"5";"34123     ";"Kassel                        ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19
